Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Art-Is-an-Option,8 Primrose Street ,FK10 1JG,Alloa ,Clackmannanshire Scotland,01259 726900,01259 726901,NA,artisanoption.co.uk,"Graphic Designers, Logos, Brand Design, Logo Design, Visual Communication, Advertising & Graphic Designers, Graphic Design Companies, Web Design, Designers, Communication Design, Brand Development, Business Support, Business Advice, Photographer, Photography, Website Design, Professional Photography, Professional Photographer, Photo Gallery, Photo Processing, Branding, Images, Scotland, Design Consultancy, Corporate Identity, New Media, Marketing Communications, Photoshoot, Digital Communications, Brand Packaging, Artisanoption","Graphic Designers, Logos, Brand Design, Logo Design, Visual Communication, Advertising & Graphic Designers, Graphic Design Companies, Web Design, Designers, Communication Design, Brand Development, Business Support, Business Advice, Photographer, Photography, Website Design, Professional Photography, Professional Photographer, Photo Gallery, Photo Processing, Branding, Images, Scotland, Design Consultancy, Corporate Identity, New Media, Marketing Communications, Photoshoot, Digital Communications, Brand Packaging, Artisanoption","Graphic Designers, Logos, Brand Design, Logo Design, Visual Communication, Advertising & Graphic Designers, Graphic Design Companies, Web Design, Designers, Communication Design, Brand Development, Business Support, Business Advice, Photographer, Photography, Website Design, Professional Photography, Professional Photographer, Photo Gallery, Photo Processing, Branding, Images, Scotland, Design Consultancy, Corporate Identity, New Media, Marketing Communications, Photoshoot, Digital Communications, Brand Packaging, Artisanoption",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Falloa.cylex-uk.co.uk%2Fcompany%2Fart-is-an-option-16820549.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barclays Bank,Harford Square ,SA48 7HF,Lampeter ,Ceredigion Wales,0345 734 5345,NA,NA,www.barclays.co.uk,NA,"Financial Services, Bank, Credit Card","Financial Services, Bank, Credit Card",NA,NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,Closed,https://api.scraperapi.com/?url=https%3A%2F%2Flampeter.cylex-uk.co.uk%2Fcompany%2Fbarclays-bank-14225415.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
HSBC Bank,16 Harford Square ,SA48 7DU,Lampeter ,Ceredigion Wales,0345 740 4404,0345 740 4404,NA,www.hsbc.co.uk/1/2//contact-and-support/branch-locator#,"Bank, Mortgage Advice, Credit Card","Bank, Mortgage Advice, Credit Card","Bank, Mortgage Advice, Credit Card","Bank, Mortgage Advice, Credit Card",NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Flampeter.cylex-uk.co.uk%2Fcompany%2Fhsbc-bank-13157686.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Bontnewydd,SY23 4JH,Bontnewydd ,Ceredigion Wales,01974 251542,NA,NA,www.postoffice.co.uk,"Post Office, Mail Delivery, Postal Service, dropdown counters, lap trays and portable chip & pin, Low Payment Counters including clipboards, Ink and Toner, International UK Mail Delivery","Post Office, Mail Delivery, Postal Service, dropdown counters, lap trays and portable chip & pin, Low Payment Counters including clipboards, Ink and Toner, International UK Mail Delivery","Post Office, Mail Delivery, Postal Service, dropdown counters, lap trays and portable chip & pin, Low Payment Counters including clipboards, Ink and Toner, International UK Mail Delivery","Post Office, Mail Delivery, Postal Service, dropdown counters, lap trays and portable chip & pin, Low Payment Counters including clipboards, Ink and Toner, International UK Mail Delivery",NA,14:00 - 16:00,Closed,Closed,Closed,14:00 - 16:00,Closed,Closed,https://api.scraperapi.com/?url=https%3A%2F%2Fbontnewydd.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-17032768.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Felinfach ,SA48 8AE,Felinfach ,Ceredigion Wales,03457223344,NA,NA,www.postoffice.co.uk,"Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets",NA,09:00 - 17:30,09:00 - 17:30,09:00 - 12:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Ffelinfach.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-14358703.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Joppa Mobile Service ,SY23 5EJ,Llanrhystud ,Ceredigion Wales,03457223344,NA,NA,www.postoffice.co.uk,"Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Current Account Servicing, Foreign Currency Euros Only, Ink and Toner, National Express Tickets",NA,NA,Closed,Closed,Closed,Closed,17:00 - 18:00,Closed,Closed,https://api.scraperapi.com/?url=https%3A%2F%2Fllanrhystud.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-16232477.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Church Street ,SA45 9NZ,New Quay ,Ceredigion Wales,01545 561102,0345 722 3344,NA,www.postoffice.co.uk,"Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Ink and Toner, National Express Tickets",NA,09:00 - 17:30,09:00 - 17:30,09:00 - 12:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fnew-quay.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-13003051.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Aromatherapy Reflexology Centre Llanon Aberystwyth,"The Barn House, Pennant Road ",SY23 5LZ,Llanon ,Ceredigion Wales,01974 202581,NA,NA,mrt.wales,"Life Insurance, Personal Loans, Business Insurance, Private Medical Insurance, Van Insurance, Savings Accounts, Motorcycle Insurance, Aa Breakdown Cover, Student Car Insurance, Financial Services, Leisure, Hotel, Guest House, Travel, Aromatherapy Products, Aromatherapy Oils, Travel Companies, Aromatherapy Essential Oils, Route Planner, National Recovery, Aromatherapy Candles, Beach Front, Free High Speed Internet WiFi, Pets Allowed Dog Pet Friendly","Life Insurance, Personal Loans, Business Insurance, Private Medical Insurance, Van Insurance, Savings Accounts, Motorcycle Insurance, Aa Breakdown Cover, Student Car Insurance, Financial Services, Leisure, Hotel, Guest House, Travel, Aromatherapy Products, Aromatherapy Oils, Travel Companies, Aromatherapy Essential Oils, Route Planner, National Recovery, Aromatherapy Candles, Beach Front, Free High Speed Internet WiFi, Pets Allowed Dog Pet Friendly","Life Insurance, Personal Loans, Business Insurance, Private Medical Insurance, Van Insurance, Savings Accounts, Motorcycle Insurance, Aa Breakdown Cover, Student Car Insurance, Financial Services, Leisure, Hotel, Guest House, Travel, Aromatherapy Products, Aromatherapy Oils, Travel Companies, Aromatherapy Essential Oils, Route Planner, National Recovery, Aromatherapy Candles, Beach Front, Free High Speed Internet WiFi, Pets Allowed Dog Pet Friendly","Life Insurance, Personal Loans, Business Insurance, Private Medical Insurance, Van Insurance, Savings Accounts, Motorcycle Insurance, Aa Breakdown Cover, Student Car Insurance, Financial Services, Leisure, Hotel, Guest House, Travel, Aromatherapy Products, Aromatherapy Oils, Travel Companies, Aromatherapy Essential Oils, Route Planner, National Recovery, Aromatherapy Candles, Beach Front, Free High Speed Internet WiFi, Pets Allowed Dog Pet Friendly","Life Insurance, Personal Loans, Business Insurance, Private Medical Insurance, Van Insurance, Savings Accounts, Motorcycle Insurance, Aa Breakdown Cover, Student Car Insurance, Financial Services, Leisure, Hotel, Guest House, Travel, Aromatherapy Products, Aromatherapy Oils, Travel Companies, Aromatherapy Essential Oils, Route Planner, National Recovery, Aromatherapy Candles, Beach Front, Free High Speed Internet WiFi, Pets Allowed Dog Pet Friendly",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fllanon.cylex-uk.co.uk%2Fcompany%2Faromatherapy-reflexology-centre-llanon-aberystwyth-14212195.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Shawsmead Caravan Club Site,OAKFORD,SA47 0RN,Oakford ,Ceredigion Wales,01545 580423,NA,NA,www.caravanclub.co.uk,"Caravan Park, Caravan Club, Electric Hookups, Block Toilet, Bbqs Allowed Charcoal, Disabled Facilities Facilities for Wheelchair Disabled, TV Reception Fair, Wi-Fi Rating Bronze","Caravan Park, Caravan Club, Electric Hookups, Block Toilet, Bbqs Allowed Charcoal, Disabled Facilities Facilities for Wheelchair Disabled, TV Reception Fair, Wi-Fi Rating Bronze","Caravan Park, Caravan Club, Electric Hookups, Block Toilet, Bbqs Allowed Charcoal, Disabled Facilities Facilities for Wheelchair Disabled, TV Reception Fair, Wi-Fi Rating Bronze","Caravan Park, Caravan Club, Electric Hookups, Block Toilet, Bbqs Allowed Charcoal, Disabled Facilities Facilities for Wheelchair Disabled, TV Reception Fair, Wi-Fi Rating Bronze",NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Foakford.cylex-uk.co.uk%2Fcompany%2Fshawsmead-caravan-club-site-15698890.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,20 - 21 Market Street ,SA46 0AS,Aberaeron ,Ceredigion Wales,01545 571380,0345 722 3344,NA,www.postoffice.co.uk,"Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Post Office, Mail Delivery, Alternative Languages Available, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets",NA,09:00 - 17:30,09:00 - 17:30,09:00 - 12:00,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Faberaeron.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-13118624.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
NatWest - ABERAERON ATM,1 South Road ,SA46 0NW,Aberaeron ,Ceredigion Wales,01970 615600,NA,NA,personal.natwest.com/personal.html,NA,"Bank, Credit Card","Bank, Credit Card",NA,NA,Closed,10:00 - 15:00,09:00 - 12:30,Closed,10:00 - 15:00,Closed,10:00 - 15:00,https://api.scraperapi.com/?url=https%3A%2F%2Faberaeron.cylex-uk.co.uk%2Fcompany%2Fnatwest---aberaeron-atm-15663402.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Co-op Food ALFRETON,24 High Street ,DE55 5NY,Alfreton ,Derbyshire England,01773 873658,NA,NA,finder.coop.co.uk/food/store/de55-5ny/24-high-street,"Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint",NA,"Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint","Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint",NA,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,08:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fco-op-food-alfreton-23761040.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Flowers By Marcus,18 Nottingham Road ,DE55 7HL,Alfreton ,Derbyshire England,01773 835878,01638 720135,01773 833832,www.flowersbymarcus.co.uk,"Flowers, Floral Displays, Lilies, Retail Florists, Online Florists, Interflora Florists","Flowers, Floral Displays, Lilies, Retail Florists, Online Florists, Interflora Florists","Flowers, Floral Displays, Lilies, Retail Florists, Online Florists, Interflora Florists",NA,"Flowers, Floral Displays, Lilies, Retail Florists, Online Florists, Interflora Florists",09:00 - 17:30,09:00 - 17:30,09:00 - 16:00,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fflowers-by-marcus-13534969.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Tesco Superstore,Hall St ,DE55 7BT,Alfreton ,Derbyshire England,0345 677 9833,NA,NA,http://www.tesco.com/store-locator/uk/,NA,NA,"Supermarkets, Grocery Stores, Wine Stores, Bakery, Card Shops",NA,"Supermarkets, Grocery Stores, Wine Stores, Bakery, Card Shops",Open 24 Hours,Open 24 Hours,Open 24 Hours,10:00 - 16:00,06:00 - 24:00,Open 24 Hours,Open 24 Hours,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Ftesco-superstore-19170860.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Co-op Food ALFRETON,High Street,DE55 2BN,Alfreton ,Derbyshire England,01773 583472,NA,NA,www.co-operativefood.co.uk,"Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint",NA,"Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint","Grocery, Food Suppliers, Drink Suppliers, ATM Cashpoint",NA,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,10:00 - 16:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fco-op-food-alfreton-19097115.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Blue Bell Inn,30 High Street ,DE55 7BL,Alfreton ,Derbyshire England,01773 836725,NA,NA,http://Bluebellinn-alfreton.craftunionpubs.com,"Pubs, Bars, Drinks",NA,"Pubs, Bars, Drinks",NA,"Pubs, Bars, Drinks",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-blue-bell-inn-26721137.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Gate Inn,"The Delves, ",DE55 1AQ,Alfreton ,Derbyshire,01773 602039,NA,NA,https://gateinnswanwick.co.uk,"Pubs, Bars",NA,"Pubs, Bars",NA,"Pubs, Bars",16:30 - 23:30,16:00 - 23:30,12:00 - 24:00,12:00 - 23:00,16:30 - 23:30,16:30 - 23:30,16:30 - 23:30,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-gate-inn-13104044.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Hawthorns,"Alfreton Road, ",DE55 2AS,Alfreton ,Derbyshire,01773 811328,NA,NA,http://www.hawthornssouthnormantonpub.co.uk,"Pubs, Bars",NA,"Pubs, Bars",NA,"Pubs, Bars",12:00 - 23:00,12:00 - 24:00,12:00 - 24:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-hawthorns-13207914.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Bargain Booze,Alferton,DE55 7BQ,Alfreton ,Derbyshire England,NA,NA,NA,www.bargainbooze.co.uk,Wine Suppliers,NA,Wine Suppliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fbargain-booze-24884404.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Lidl,18 Mansfield Road ,DE55 7JJ,Alfreton ,Derbyshire England,+44 370 444 1638,+44 800 977 7766,NA,www.lidl.co.uk,"Supermarkets, Lidl, Bakery, Greengrocers, Discount, Fresh, Foods, middle of lidl, Fruit Veg, Batt, Meat Poultry, Suzuki Ignis","Supermarkets, Lidl, Bakery, Greengrocers, Discount, Fresh, Foods, middle of lidl, Fruit Veg, Batt, Meat Poultry, Suzuki Ignis","Supermarkets, Lidl, Bakery, Greengrocers, Discount, Fresh, Foods, middle of lidl, Fruit Veg, Batt, Meat Poultry, Suzuki Ignis",NA,"Supermarkets, Lidl, Bakery, Greengrocers, Discount, Fresh, Foods, middle of lidl, Fruit Veg, Batt, Meat Poultry, Suzuki Ignis",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,10:00 - 16:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Flidl-19277683.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
One Stop Convenience Store,141-143 Nottingham Road ,DE55 7FL,Alfreton ,Derbyshire England,01773 834197,NA,NA,www.onestop.co.uk,"Convenience Store, Retailers, Households, Fairies, Lay, Kellogg, Okane, The Red Bull","Convenience Store, Retailers, Households, Fairies, Lay, Kellogg, Okane, The Red Bull","Convenience Store, Retailers, Households, Fairies, Lay, Kellogg, Okane, The Red Bull","Convenience Store, Retailers, Households, Fairies, Lay, Kellogg, Okane, The Red Bull",NA,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fone-stop-convenience-store-19269293.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Bargain Booze,12 Institute Lane ,DE55 7BQ,Alfreton ,Derbyshire England,NA,NA,NA,www.bargainbooze.co.uk,Wine Suppliers,NA,Wine Suppliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fbargain-booze-26211189.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Blueys Aussie Bar and Bistro,32 Nottingham Rd ,DE55 7HL,Alfreton ,Derbyshire England,01773 689106,NA,NA,www.blueys.org.uk,"Australian Wines, Christmas Menu, Bistro Menu, Australian Beer, Steak House Restaurant",NA,"Australian Wines, Christmas Menu, Bistro Menu, Australian Beer, Steak House Restaurant",NA,NA,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fblueys-aussie-bar-and-bistro-22976976.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Co-operative Food - Somercotes,"Market Place, ",DE55 4HT,Alfreton ,Derbyshire,01773 602980,NA,NA,https://stores.centralengland.coop/the-co-operative-food-somercotes-1bb7f987d75f,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",NA,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-co-operative-food---somercotes-23822469.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
"The Co-operative Food & Petrol - Nottingham Road, Alfreton",Nottingham Road ,DE55 7GR,Alfreton ,Derbyshire England,01773 521723,NA,NA,https://stores.centralengland.coop/the-co-operative-food-and-petrol-nottingham-road-alfreton-0af40c9,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",NA,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-co-operative-food---petrol---nottingham-road--alfreton-23822269.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Co-operative Food - Leabrooks,1 Swanwick Road ,DE55 1LJ,Alfreton ,Derbyshire,01773 526500,NA,NA,https://stores.centralengland.coop/the-co-operative-food-leabrooks-d017409bc209,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative","Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",NA,"Grocery Stores, Coffee Vending Machines, Co Op, Cooperative",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,08:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Falfreton.cylex-uk.co.uk%2Fcompany%2Fthe-co-operative-food---leabrooks-23822272.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Vodafone,158 Merlin Road,BS34 5DG,Bristol ,,0333 304 0191,NA,NA,https://www.vodafone.co.uk/,NA,NA,NA,NA,"Vodafone, Cell Phone Store, Cell Phone Accessory Store, Telecommunications Service Provider, Telephone Company, Mobile Phone Accessory Shops",09:30 - 21:00,09:30 - 21:00,09:00 - 20:00,10:00 - 17:00,09:30 - 20:00,09:30 - 20:00,09:30 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbristol.cylex-uk.co.uk%2Fcompany%2Fvodafone-23722073.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
O2 Broadband and Telecommunication,"UNIT 62 THE MALL, CRIBBS CAUSEWAY ",BS34 5DG,Patchway ,Gloucestershire England,0117 959 4628,NA,NA,www.o2.co.uk,NA,NA,Telecommunication Services,NA,NA,09:30 - 21:00,09:30 - 21:00,09:00 - 20:00,11:00 - 17:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,https://api.scraperapi.com/?url=https%3A%2F%2Fpatchway.cylex-uk.co.uk%2Fcompany%2Fo2-broadband-and-telecommunication-23659028.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rg IT Services Ltd,27 LINDEN DRIVE ,BS32 8DT,Bradley Stoke ,Gloucestershire England,NA,NA,NA,,NA,NA,"IT Services, Personal Services, Telecommunication Services, Management Consultants, IT Consultants, Wireless Telecommunications, Business Consultants",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbradley-stoke.cylex-uk.co.uk%2Fcompany%2Frg-it-services-ltd-22798072.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
WESSEX VOICE AND DATA LIMITED,42 Gloucester Road ,BS35 3RT,Rudgeway ,Gloucestershire England,NA,NA,NA,,NA,NA,"Telecommunication Services, Wireless Telecommunications, Wired Telecommunications, IT Services, Computer Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Frudgeway.cylex-uk.co.uk%2Fcompany%2Fwessex-voice-and-data-limited-25276596.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
ALTU TECHNOLOGY LIMITED,Unit 17,BS32 4JT,Bradley Stoke ,Gloucestershire England,NA,NA,NA,,NA,NA,"Telecommunication Services, Electronics Manufacturer, Communication Equipment Manufacturers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbradley-stoke.cylex-uk.co.uk%2Fcompany%2Faltu-technology-limited-23991197.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
4 Voice And Data Limited,"8 Crofters Walk, Bradley Stoke, Bristol ",BS32 9BH,Bradley Stoke ,Gloucestershire England,07925 666124,NA,NA,www.datasim.global,NA,NA,"Telecommunication Services, Wireless Telecommunications, Telecommunication Consultants",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbradley-stoke.cylex-uk.co.uk%2Fcompany%2F4-voice-and-data-limited-22258988.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
O2 Broadband and Telecommunication - Bradley Stoke,"Unit Muu 6C, Willow Brook Centre ",BS32 8EF,Bradley Stoke ,Gloucestershire England,01454 201112,NA,NA,www.o2.co.uk,"Telecommunication Services, Data Mobile","Telecommunication Services, Data Mobile","Telecommunication Services, Data Mobile","Telecommunication Services, Data Mobile",NA,10:00 - 17:00,10:00 - 19:00,09:00 - 17:30,10:00 - 16:00,10:00 - 19:00,09:00 - 16:00,10:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbradley-stoke.cylex-uk.co.uk%2Fcompany%2Fo2-broadband-and-telecommunication---bradley-stoke-19278658.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
COFFEY COMMS LTD,4 Orchard Close ,BS32 4JN,Almondsbury ,Gloucestershire England,NA,NA,NA,,NA,NA,Telecommunication Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falmondsbury.cylex-uk.co.uk%2Fcompany%2Fcoffey-comms-ltd-24230584.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Amil Comms,"130 Aztec West, ",BS32 4UB,Bristol ,City Of Bristol England,01454 629681,0333 939 8509,NA,,NA,NA,NA,NA,"Telecommunications Service Provider, Cell Phone Accessory Store, Mobile Phone Accessory Shops",09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbristol.cylex-uk.co.uk%2Fcompany%2Famil-comms-26411003.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
