Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday
Dovey Yacht Club,"The Wharf, Glandovey Terrace ",LL35 0EB,Aberdovey ,Gwynedd Wales,01654 767070,07977 943249,NA,doveyyachtclub.org.uk,NA,"Training Courses, Local Business, Pubs, Bars, Sports and Recreation Services, Night Clubs, Sailing, Water Sports, Yacht Club, Yacht Racing",NA,"Education,Schools,Vocational Schools",NA,NA,NA,NA,NA,NA,NA
Dovey Cottages & Aberdovey Self Catering,The Old Bake House,LL35 0EY,Aberdovey ,Gwynedd Wales,01654 767111,NA,NA,www.dyfi-cottages.co.uk,"Estate Agents, Real Estate, Accommodation, Golf, Cottages, Golf Holidays, Welsh Cottages, Fishing, Cycles, Sailing, Walking, Breaks, Bells of Aberdovey","Estate Agents, Real Estate, Accommodation, Golf, Cottages, Golf Holidays, Welsh Cottages, Fishing, Cycles, Sailing, Walking, Breaks, Bells of Aberdovey",NA,"Travel & Tourism,Accommodation,Hotels",09:00 - 17:00,09:00 - 17:00,09:00 - 12:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00
Crooks Brothers Farms Limited,"HANOVER COURT, 5 QUEEN STREET ",WS13 6QD,Lichfield ,Staffordshire England,NA,NA,NA,,NA,"Sheep Farming, Mining Services, Quarrying Services, Goat Farming",NA,"Agriculture & Forestry,Livestock Services,Livestock & Animal Production",NA,NA,NA,NA,NA,NA,NA
Chequers Youth Facility,2 Canon Street ,CF44 7AT,Aberdare ,Rhondda Cynon Taf Wales,01685 872678,01685 872678,NA,,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Beacon Hill Farm,BEACON ROAD ,WS9 0QN,Aldridge ,West Midlands England,0121 360 1079,01922 451723,NA,www.aldridge-web.com/listings/118.html,NA,"Farming, Livestock, Animal Farming, Livestock Farming, Animal Husbandry, Retailers, Farming Livestock and Other Animals",NA,"Agriculture & Forestry,Farming,Farms",07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 13:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00
R.r Mears,"BROOKLYN FARM, HIGHFIELDS ROAD ",WS7 4QX,Chasetown ,Staffordshire England,01543 686743,NA,NA,,NA,"Farm, Husbandry, Farming, Farmers, Agriculture, Granger, Animal Production",NA,"Agriculture & Forestry,Farming,Farms",NA,NA,NA,NA,NA,NA,NA
Rhydywaun Youth Centre,Lawrence Avenue ,CF44 9ES,Aberdare ,Rhondda Cynon Taf Wales,01685 811506,01685 811506,NA,,NA,"Youth Organisations, Youth Centre, Voluntary",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Ducasse,"10, GLANDOVEY TERRACE ",LL35 0EB,Aberdovey ,Gwynedd Wales,01654 767891,01202 294036,NA,,NA,"Boat Accessories, Boating, Boats, Yachting, Motor Boats, Retailers, Warehousing & Storage, Gift Shop, Sailing, Racing, Cruising, Canoeing, Harbour, Rowing, Powerboats, Jet Ski, Wildfowling, Powerboat Racing, Board Sailing, Jet Bikes",NA,"Transportation,Transportation Equipment,Marine Equipment & Supplies",NA,NA,NA,NA,NA,NA,NA
Land Rover Experience Scotland,Butterstone Loch ,PH8 0HH,Dunkeld ,Perth and Kinross Scotland,01350 727720,NA,NA,http://www.scotland.landroverexperience.co.uk,Corporate Entertainment,NA,NA,"Sports & Recreation,Indoor & Outdoor Activities,Adventure & Activity Centres",08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00
Scottish Wildlife Trust,LOCH OF LOWES VISITOR CENTRE ,PH8 0HH,Dunkeld ,Perth and Kinross Scotland,01350 727337,NA,NA,scottishwildlifetrust.org.uk,NA,"Tourist Attractions, Attractions, Places to Visit, Places of Interest, Zoo, Wildlife Parks and Farms, Wildlife Park, Farm, Conservation, Wildlife, Reserve, Biodiversity, Wildlife Parks Farms, Scottish Wildlife Trust, SWT",NA,"Travel & Tourism,Tourist Attractions,Zoos",NA,NA,NA,NA,NA,NA,NA
Blair Atholl Estate Caravan Park,Blair Atholl ,PH18 5TL,Blair Atholl ,Perth and Kinross Scotland,01796 481207,NA,NA,blair-castle.co.uk,Castle,Castle,Castle,"Travel & Tourism,Tourist Attractions,Castles & Palaces",NA,NA,NA,NA,NA,NA,NA
Moulin Kirk Trust,51 Atholl Road,PH16 5BU,Pitlochry ,Perth and Kinross Scotland,01796 473335,NA,NA,,NA,"Tourist Attractions, Historic Buildings, Historical Places",NA,"Travel & Tourism,Tourist Attractions",NA,NA,NA,NA,NA,NA,NA
Blair Atholl Watermill,Ford Rd,PH18 5SH,Blair Atholl ,Perth and Kinross Scotland,01796 481321,NA,NA,www.blairathollwatermill.co.uk,"Bakery, Attractions, Bread Rolls, Fresh Baking, Bagels, Watermill, Cafe, Restaurants, Tea Rooms, Foods, Outdoors, Baking Classes, Light Lunch, Walkin, Stoneground Flour, Working Water Mill","Bakery, Attractions, Bread Rolls, Fresh Baking, Bagels, Watermill, Cafe, Restaurants, Tea Rooms, Foods, Outdoors, Baking Classes, Light Lunch, Walkin, Stoneground Flour, Working Water Mill","Bakery, Attractions, Bread Rolls, Fresh Baking, Bagels, Watermill, Cafe, Restaurants, Tea Rooms, Foods, Outdoors, Baking Classes, Light Lunch, Walkin, Stoneground Flour, Working Water Mill","Food & Beverages,Food Products,Bakeries",09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00
Clan Donnachaidh Society,Clan Donnachaidh Centre ,PH18 5TW,Blair Atholl ,Perth and Kinross Scotland,01796 483770,01796 483338,NA,www.donnachaidh.com,"Tourist Attractions, Attractions, Leisure, Sports, Non-Profit Organisation","Tourist Attractions, Attractions, Leisure, Sports, Non-Profit Organisation",NA,"Travel & Tourism,Tourist Attractions",NA,NA,NA,NA,NA,NA,NA
The Scottish Crannog Centre,KENMORE ,PH15 2HY,Kenmore ,Perth and Kinross Scotland,01887 830583,01887 830876,0871 200 2233,www.crannog.co.uk,NA,"Tourist Attractions, Historic Buildings, Places to Visit, Places of Interest, Historical Places, Archaeology, Visitor Centre, Crannog, Scottish Crannog Centre",NA,"Travel & Tourism,Tourist Attractions",NA,NA,NA,NA,NA,NA,NA
Taymouth Marina Ltd,Taymouth Marina ,PH15 2HW,Kenmore ,Perth and Kinross Scotland,01887 830216,NA,NA,www.taymouthmarina.com,NA,"Hotel, Restaurants, Tourist Attractions, Resort Hotel, Lodgings, Foods, Resorts, Scottish, Vacation Home Rentals",NA,"Travel & Tourism,Accommodation,Hotels",09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00
Tourist Information Centre,22 The Square ,PH15 2DD,Aberfeldy ,Perth and Kinross Scotland,01887 820 276,NA,NA,www.heritagebritain.com/county/perth%20and%20kinross.html,NA,"Tourist Centre, Information Guides",NA,"Travel & Tourism,Tourist Attractions",NA,NA,NA,NA,NA,NA,NA
Bolfracks Estate,Bolfracks Estate Office ,PH15 2EX,Aberfeldy ,Perth and Kinross Scotland,01887 820344,01887 829522,NA,www.bolfracks.com,"Farm, Husbandry, Tourist Attractions, Attractions, Historic Buildings, Places to Visit, Places of Interest, Farming, Farmers, Leisure, Sports, Agriculture, Contractors, Granger","Farm, Husbandry, Tourist Attractions, Attractions, Historic Buildings, Places to Visit, Places of Interest, Farming, Farmers, Leisure, Sports, Agriculture, Contractors, Granger",NA,"Agriculture & Forestry,Farming,Farms",NA,NA,NA,NA,NA,NA,NA
Castle Menzies,Warden's Cottage;Castle Menzies;Weem ,PH15 2JD,Aberfeldy ,Perth and Kinross Scotland,01887 820 982,NA,NA,www.castleweddingscotland.scot,"Castle, Tourist Attractions, Meeting, Receptions, Tartan, Wedding Ceremony, Scottish Castles, Menzies, Scottish Tartan, Scottish Clans, Castle Menzies","Castle, Tourist Attractions, Meeting, Receptions, Tartan, Wedding Ceremony, Scottish Castles, Menzies, Scottish Tartan, Scottish Clans, Castle Menzies",NA,"Travel & Tourism,Tourist Attractions,Castles & Palaces",10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00
Dewars World Of Whisky Visitors Centre,ABERFELDY DISTILLERY ,PH15 2EB,Aberfeldy ,Perth and Kinross Scotland,01887 822010,NA,NA,www.dewars.com,NA,"Tourist Attractions, Heritage, Craftsmanship, Whats on, Delicious Dewar's Cocktails, Dewar's 12 Year Old, Dewar's 18 Year Old, Dewar's Signature, Dewar's White Label, Dewar's World of Whiksy, Our Place, Double Ageing, Trip Planning",NA,"Travel & Tourism,Tourist Attractions",NA,NA,NA,NA,NA,NA,NA
Lloyds Bank - Spilsby,4 The Terrace ,PE23 5JR,Spilsby ,Lincolnshire England,01245 704705,01245 704705,0845 300 0000,,NA,"Bank, Insurance, Mortgages, Loans",NA,"Finance,Banking Services,Banks & ATMs",09:30 - 15:30,09:30 - 15:30,Closed,Closed,09:30 - 15:30,09:30 - 15:30,10:00 - 15:30
Lloyds Bank - Spilsby,4 The Terrace ,PE23 5JR,Spilsby ,Lincolnshire England,0345 300 0000,NA,NA,,NA,"Bank, Insurance, Mortgages, Loans","Bank, Insurance, Mortgages, Loans","Finance,Banking Services,Banks & ATMs",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours
Barclays Bank,5 High Street ,PE23 5JH,Spilsby ,Lincolnshire England,0345 734 5345,NA,NA,www.barclays.co.uk,"Financial Services, Bank, Credit Card","Financial Services, Bank, Credit Card",NA,"Finance,Banking Services,Banks & ATMs",Closed,09:30 - 15:30,Closed,Closed,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30
Mablethorpe Rock Company Limited,"WEST LODGE, PARK ROAD ",LN12 2NJ,Sutton-On-Sea ,Lincolnshire England,NA,NA,NA,,NA,"Bakery, Patisserie",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Pitlochry Estate Trust,"ESTATE OFFICE, CLUNIEMORE ",PH16 5NE,Pitlochry ,Perth and Kinross Scotland,01796 472114,NA,NA,,NA,"Tourist Attractions, Attractions, Places to Visit, Places of Interest, Real Estate Development, Real Estate Developers, Property Developers, Property Development, Real Estate",NA,"Real Estate,Real Estate Services,Property & Estate Management",NA,NA,NA,NA,NA,NA,NA
SPAR - Alford,6 West Street ,LN13 9DG,Alford ,Lincolnshire England,01507 463588,NA,NA,www.spar.co.uk,"Convenience Store, Off-licence, Energy Drinks, Cashback, Instore Bakery","Convenience Store, Off-licence, Energy Drinks, Cashback, Instore Bakery",NA,"Food & Beverages,Food Retailers,Supermarkets",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,09:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00
Skipworths,94 HIGH STREET ,LN12 1AS,Mablethorpe ,Lincolnshire England,01507 477455,01507 477455,NA,,NA,"Confectioners, Confectioners Retail",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Natwest Cash Machine Chapel St Leonards,Robin Hood Caravn Cp,PE24 5TR,Chapel St Leonards ,Lincolnshire England,NA,NA,NA,personal.natwest.com/personal.html,"Bank, Travel, Credit Card","Bank, Travel, Credit Card","Bank, Travel, Credit Card","Finance,Banking Services,Banks & ATMs",NA,NA,NA,NA,NA,NA,NA
Coopland and Son of Scarborough - Mablethorpe,46 High Street ,LN12 1AD,Mablethorpe ,Lincolnshire England,01507 478784,NA,NA,cooplands-bakery.co.uk,NA,"Bakery, Cafe",NA,"Food & Beverages,Food Products,Bakeries",08:00 - 16:45,08:00 - 16:45,08:00 - 16:45,10:00 - 17:00,08:00 - 16:45,08:00 - 16:45,08:00 - 16:45
Greggs,33 High Street ,LN12 1AF,Mablethorpe ,Lincolnshire England,01507 473487,NA,NA,www.greggs.co.uk,NA,Bakery Shops,NA,"Food & Beverages,Food Products,Bakeries",07:00 - 16:00,07:00 - 16:00,Closed,Closed,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00
Coopland and Son of Scarborough - Sutton-on-Sea,36 High St ,LN12 2HB,Sutton-On-Sea ,Lincolnshire England,01507 440054,NA,NA,cooplands-bakery.co.uk,NA,"Bakery, Cafe",NA,"Food & Beverages,Food Products,Bakeries",08:00 - 16:45,08:00 - 16:45,08:00 - 16:45,09:30 - 16:00,08:00 - 16:45,08:00 - 16:45,08:00 - 16:45
The Village Oven,SUTTON ROAD ,LN13 9PX,Bilsby ,Lincolnshire England,01507 463656,01507 463656,NA,,NA,"Bakery, Bakers' Shops, Bakers, Bakery Shops, Cakes and Pies",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
C.d Pocklington & Sons,"SUNNYHOLME BAKERY, MAIN ROAD ",LN13 0LD,Withern ,Lincolnshire England,01507 450222,NA,NA,,NA,"Bakers Manufacturers, Foods, Grocery Stores, Cake Shop, Crisps, Pastry Chef, Potato Chips",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Mablethorpe Rock And Ices Limited,"WESTFIELD FARM, ALFORD ROAD ",LN12 1PX,Mablethorpe ,Lincolnshire England,NA,NA,NA,,NA,"Bakery, Patisserie",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Gray & Goodliffe Ltd,"SHOPS, 17 WEST ST ",LN13 9DG,Alford ,Lincolnshire England,01507 463392,01722 333710,NA,,NA,"Bakery, Bakers' Shops, Bakers, Bakery Shops",NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Coopland and Son of Scarborough - Alford,15 Market Place ,LN13 9EB,Alford ,Lincolnshire England,01507 462154,NA,NA,cooplands-bakery.co.uk,NA,"Bakery, Cafe",NA,"Food & Beverages,Food Products,Bakeries",08:00 - 16:45,08:00 - 16:45,08:00 - 16:45,Closed,08:00 - 16:45,08:00 - 16:45,08:00 - 16:45
Sweet Encounters,"2, MARINE AVENUE ",LN12 2ND,Sutton-On-Sea ,Lincolnshire England,01507 442409,NA,NA,,NA,Confectioners,NA,"Food & Beverages,Food Products,Bakeries",NA,NA,NA,NA,NA,NA,NA
Kwik-E- Mart,6 West St ,LN13 9DG,Alford ,Lincolnshire England,01507 463588,NA,NA,www.nisalocally.co.uk,"Convenience Store, Supermarkets, Grocery or Supermarket, Grocery Stores, Food Products, Baked Goods, Food Shops, Hypermarket, Retailers, Post Office, Foods, Postal Service, Liquor Stores","Convenience Store, Supermarkets, Grocery or Supermarket, Grocery Stores, Food Products, Baked Goods, Food Shops, Hypermarket, Retailers, Post Office, Foods, Postal Service, Liquor Stores",NA,"Food & Beverages,Food Retailers,Convenience Stores",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,09:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00
Lloyds Bank - Mablethorpe,28 Victoria Road ,LN12 2AQ,Mablethorpe ,Lincolnshire England,NA,NA,NA,,NA,"Bank, Insurance, Mortgages, Loans",NA,"Finance,Banking Services,Banks & ATMs",NA,NA,NA,NA,NA,NA,NA
Lloyds Bank - Mablethorpe,28 Victoria Road ,LN12 2AQ,Mablethorpe ,Lincolnshire England,0345 300 0000,NA,NA,,NA,"Bank, Insurance, Mortgages, Loans","Bank, Insurance, Mortgages, Loans","Finance,Banking Services,Banks & ATMs",09:30 - 15:30,09:30 - 15:30,Closed,Closed,09:30 - 15:30,09:30 - 15:30,10:00 - 15:30
BANK OF SCOTLAND ATM - Mablethorpe,28 Victoria Road ,LN12 2AQ,Mablethorpe ,Lincolnshire England,NA,NA,NA,,NA,"Bank, Mortgages, Loans",NA,"Finance,Banking Services,Banks & ATMs",NA,NA,NA,NA,NA,NA,NA
Barclays Bank,41 High Street ,LN12 1AX,Mablethorpe ,Lincolnshire England,0345 734 5345,NA,NA,www.barclays.co.uk,"Financial Services, Bank, Credit Card","Financial Services, Bank, Credit Card",NA,"Finance,Banking Services,Banks & ATMs",09:30 - 15:30,09:30 - 15:30,Closed,Closed,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30
Lloyds Bank - Mablethorpe,28 Victoria Road ,LN12 2AQ,Mablethorpe ,Lincolnshire England,01245 704705,01245 704705,0845 300 0000,,NA,"Bank, Insurance, Mortgages, Loans","Bank, Insurance, Mortgages, Loans","Finance,Banking Services,Banks & ATMs",09:30 - 15:30,09:30 - 15:30,Closed,Closed,09:30 - 15:30,09:30 - 15:30,10:00 - 15:30
