Name,Official Name,Company Number,Jurisdiction,Previous Names,SIC code,Incorporation Date,Company Type,Street,Postal,Locality,Region,Phone,Email2,Mobile,Fax,Website,Email,Products,Service,Keyword,Brands,Service Areas,Contact Person,Contact Phone,Facilities, All Categories present in,Payment Methods,Social Media,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
David A Bowen Insurance Services,NA,NA,NA,NA,NA,NA,NA,"48 Herbert St, Pontardawe ",SA8 4EB,Pontardawe ,Neath Port Talbot Wales,01792 863450,NA,01792 830046,NA,,NA,NA,NA,"Insurance, Insurance Brokers, Car Insurance",NA,NA,,NA,NA,"Finance Pontardawe,Insurance Pontardawe,Finance,Insurance,Insurance Agents & Companies,Finance,Insurance",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/david-a-bowen-insurance-services-14315716.html
Lloyds Bank - Ystradgynlais,NA,NA,NA,NA,NA,NA,NA,14 Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Bank, Insurance, Mortgages, Loans",NA,NA,,NA,ATM,"Finance Ystradgynlais,Banking Services Ystradgynlais,Banks & ATMs Ystradgynlais,Finance,Banking Services,Banks & ATMs,Finance,Mortgages,Mortgage Lenders,Finance,Insurance,Insurance Agents & Companies,Finance,Financial Services,Finance,Financial Consultants",,NA,NA,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://ystradgynlais.cylex-uk.co.uk/company/lloyds-bank---ystradgynlais-23858241.html
The Village Flower Shop,NA,NA,NA,NA,NA,NA,NA,95 HIGH STREET ,SA6 5LN,Clydach ,Swansea Wales,01792 842579,NA,01792 846929,NA,www.direct2florist.co.uk/the-village-flower-shop-f324613,NA,Flower Arrangement,NA,"Flowers, Flower Delivery, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Floristry, Bouquets, Buy Flowers, Florist Shops, Flower Shops, Flowers and Gifts, Posies, Mother's Day Flowers, Valentine's Day Flowers, Wedding Flowers, Bridesmaid Bouquets, Wedding Bouquets, Bridal Bouquets",NA,NA,,NA,NA,"Shopping & Retail Clydach,Florists Clydach,Shopping & Retail,Florists",,https://www.facebook.com/pages/category/Florist/VFSClydach,Florists,09:00 - 17:00,09:00 - 17:00,09:00 - 14:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://clydach-swansea.cylex-uk.co.uk/company/the-village-flower-shop-14064899.html
Flower Power Floral Designs,NA,NA,NA,NA,NA,NA,NA,20 ORCHARD STREET ,SA11 1DT,Neath ,Neath Port Talbot Wales,01639 631132,NA,NA,NA,,NA,Flower Arrangement,NA,"Flowers, Flower Delivery, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Bouquets, Florist Shops, Flower Shops, Flowers and Gifts, Posies, Mother's Day Flowers, Valentine's Day Flowers, Wedding Flowers",NA,NA,,NA,NA,"Shopping & Retail Neath,Florists Neath,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://neath.cylex-uk.co.uk/company/flower-power-floral-designs-15615607.html
Dolly Bach's,NA,NA,NA,NA,NA,NA,NA,31 Commercial Rd ,SA11 4NA,Resolven ,Neath Port Talbot Wales,01639 710099,NA,07805 877625,NA,www.dollybachs.com,NA,"Cards, Balloons","Weddings ,  Anniversaries ,  Birthdays ,  New baby ,  Get well ,  Sympathy ,  Topiary tree hire ,  Venue Dressing ,  Balloons, Weddings","Flowers, Bouquets, Roses, Funeral Tributes, Wreathes, Gifts, Bespoke, Traditional, Birthday, Fresh, Funerals, Bridal, Anniversary, Special Occasions, Valentines, Unusual, Silks, New Baby, Dried, Mother's Day, Venue Dressing, Get Well, Mothering Sunday, Sympathy, Topiary Tree Hire",NA,NA,,NA,NA,"Shopping & Retail Resolven,Florists Resolven,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://resolven.cylex-uk.co.uk/company/dolly-bach%27s-19316685.html
Rhian Francis Florists,NA,NA,NA,NA,NA,NA,NA,130 Tawe Park ,SA9 1GW,Ystradgynlais ,Neath Port Talbot Wales,01639 845219,NA,NA,NA,www.francisfloraldesigns.co.uk,NA,Flower Arrangement,Weddings,"Venue Dressing, Table Centres, Chair Covers, Decorating, Flowers, Wedding Flowers, Flower Delivery, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Lighting Systems, Floristry, Bouquets, Buy Flowers, Vintage, Livestock Breeders, Livestock Dealers, Wedding Bouquets, Livestock Breeders & Dealers, Cart, Bridal Bouquets, Posies, Valentine's Day Flowers, Fresh Flower Retailers",NA,NA,,NA,NA,"Business & Professional Services Ystradgynlais,Event Planning Ystradgynlais,Wedding & Party Decorators Ystradgynlais,Business & Professional Services,Event Planning,Wedding & Party Decorators,Business & Professional Services,Wedding Services,Wedding Planners",,http://www.facebook.com/francisdesign,Florists,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,Closed,Closed,10:00 - 16:00,10:00 - 16:00,https://ystradgynlais.cylex-uk.co.uk/company/rhian-francis-florists-15680329.html
Fleurtations Florist,NA,NA,NA,NA,NA,NA,NA,67B NEATH RD ,SA8 3EH,Pontardawe ,Neath Port Talbot Wales,01792 865868,NA,NA,NA,,NA,NA,NA,"Flowers, Flower Bouquets, Special Occasion Flowers, Floristry, Buy Flowers, Florist Shops, Flower Shops, Mother's Day Flowers, Bridesmaid Bouquets, Bridal Bouquets",NA,NA,,NA,NA,"Shopping & Retail Pontardawe,Florists Pontardawe,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/fleurtations-florist-18756233.html
Lloyds Bank - Ystradgynlais,NA,NA,NA,NA,NA,NA,NA,14 Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01245 704705,NA,01245 704705,0845 300 0000,,NA,NA,NA,"Bank, Insurance, Mortgages, Loans",NA,NA,,NA,"Disabled access, Disabled carparking, Nightsafe","Finance Ystradgynlais,Banking Services Ystradgynlais,Banks & ATMs Ystradgynlais,Finance,Banking Services,Banks & ATMs,Finance,Mortgages,Mortgage Lenders,Finance,Insurance,Insurance Agents & Companies,Finance,Financial Services,Finance,Financial Consultants",,"https://www.facebook.com/lloydsbank,https://twitter.com/intent/user?screen_name=AskLloydsBank&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2flloyds-bank---ystradgynlais-18832933.html",NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,10:00 - 16:30,https://ystradgynlais.cylex-uk.co.uk/company/lloyds-bank---ystradgynlais-18832933.html
Margarets Flowers,NA,NA,NA,NA,NA,NA,NA,28 Cwmphil Rd ,SA9 1DE,Lower Cwmtwrch ,Powys Wales,01639 845258,NA,NA,NA,www.blwm.co.uk,NA,Flower Arrangement,"wedding flowers, valentine's day flowers, mother's day flowers, funeral flowers, flower delivery, flower arrangements, floral bouquets","Flowers, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Flowers and Gifts",NA,NA,,NA,NA,"Shopping & Retail Lower Cwmtwrch,Florists Lower Cwmtwrch,Shopping & Retail,Florists",,NA,Florists,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://lower-cwmtwrch.cylex-uk.co.uk/company/margarets-flowers-13550466.html
Pams,NA,NA,NA,NA,NA,NA,NA,56 HIGH ST ,SA11 5BU,Glynneath ,Neath Port Talbot Wales,01639 721952,NA,NA,NA,,NA,NA,NA,"Flowers, Flower Delivery, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Flowers and Gifts, Mother's Day Flowers, Valentine's Day Flowers, Wedding Flowers",NA,NA,,NA,NA,"Shopping & Retail Glynneath,Florists Glynneath,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://glynneath.cylex-uk.co.uk/company/pams-15669305.html
Lewiss Florist,NA,NA,NA,NA,NA,NA,NA,63 HERBERT ST ,SA8 4ED,Pontardawe ,Neath Port Talbot Wales,01792 869588,NA,01792 869566,NA,,NA,NA,NA,"Flowers, Flower Delivery, Birthday Flowers, Special Occasion Flowers, Flowers and Gifts",NA,NA,,NA,NA,"Shopping & Retail Pontardawe,Florists Pontardawe,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/lewiss-florist-13262056.html
T J Miller,NA,NA,NA,NA,NA,NA,NA,"GLYNDDERWEN, GLANRHYD",SA9 1AN,Ystradgynlais ,Neath Port Talbot Wales,01639-842289,NA,NA,NA,,NA,NA,NA,"Flowers, Flower Delivery, Birthday Flowers, Special Occasion Flowers, Buy Flowers, Flower Shops, Flowers and Gifts, Mother's Day Flowers, Wedding Flowers, Bridal Bouquets",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Florists Ystradgynlais,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/t-j-miller-18664525.html
J.H.A. Driving Services Limited,J.H.A. DRIVING SERVICES LIMITED,6666258,England/Wales,26 Wentworth Road Rugby Warwickshire CV22 6BG England,49410 - Freight transport by road,6-Aug-08,Private Limited Company,12 ABERNANT ROAD ,SA18 1RB,Cwmgors ,Carmarthenshire Wales,NA,NA,NA,NA,,NA,NA,NA,"Road Haulage, Road Freight",NA,NA,,NA,NA,"Transportation Cwmgors,Ground Transportation Cwmgors,Road Haulage & Freight Forwarding Cwmgors,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://cwmgors.cylex-uk.co.uk/company/j-h-a--driving-services-limited-20498642.html
Jeff Davies Transport,NA,NA,NA,NA,NA,NA,NA,Penywaun Farm Cwmgarw Rd ,SA18 1DG,Upper Brynamman ,Carmarthenshire Wales,01269 826515,NA,NA,NA,,NA,NA,"Transportation, Transport","Road Haulage, Haulage, Road Haulage Contractors, Hauling, Haulage Contractors, Hauliers, Road Haulage Companies, Transport Companies, Haul",NA,NA,,NA,NA,"Transportation Upper Brynamman,Ground Transportation Upper Brynamman,Road Haulage & Freight Forwarding Upper Brynamman,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://upper-brynamman.cylex-uk.co.uk/company/jeff-davies-transport-13889943.html
Villa Motor Repairs,NA,NA,NA,NA,NA,NA,NA,"140, CILMAENGWYN ROAD ",SA8 4QN,Pontardawe ,Neath Port Talbot Wales,01639 843358,NA,01639 843450,NA,,NA,NA,NA,"Road Haulage, Haulage, Road Haulage Contractors, Road Haulage Transport, Road Transport, Haulage Contractors, Transportation & Logistics, Road Haulage Companies, Logistics, Transport & Logistics",NA,NA,,NA,NA,"Transportation Pontardawe,Ground Transportation Pontardawe,Road Haulage & Freight Forwarding Pontardawe,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/villa-motor-repairs-15711271.html
Crynant Plant Ltd,CRYNANT PLANT LIMITED,1986755,England/Wales,NA,41100 - Development of building projects,6-Feb-86,Private Limited Company,Llwynllanc Uchaf Farm ,SA10 8SF,Crynant ,Neath Port Talbot Wales,01639 750760,NA,07966 149136,01639 750167,www.crynantplant.co.uk,rhodri.cpl@btconnect.com,NA,"agricultural services, barn conversions, demolition projects, ground work, plant hire, skip hire, swimming pool construction, building waste disposal, construction waste, domestic waste disposal, grab hire, maxi skips, mini skips, muck away, tippers and grabs, low loader hire, plant transportation, site clearence, groundworks contractor, foundations preparation, haulage services, road haulage services, demolition services, Rubbish Removal, Demolition, Groundwork","Property Developers, Road Haulage, Haulage, Civil Engineers, Demolition Project",NA,NA,,NA,NA,"Construction & Contractors Crynant,Best Plant & Machinery Hire Crynant,Real Estate,Real Estate Services,Real Estate Developers,Construction & Contractors,Plant & Machinery Hire,Business & Professional Services,Rubbish Removal Services,Business & Professional Services,Skip Hire",,https://www.facebook.com/crynantplant,"Skip Hire, Groundwork Contractors, Construction Companies",08:00 - 17:00,08:00 - 17:00,Closed,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://crynant.cylex-uk.co.uk/company/crynant-plant-ltd-15592421.html
Beths Blooms,NA,NA,NA,NA,NA,NA,NA,38A BRECON ROAD ,SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,01639 841500,NA,NA,NA,,NA,Flower Arrangement,NA,"Flowers, Flower Delivery, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Bouquets, Florist Shops, Flower Shops, Flowers and Gifts, Posies, Mother's Day Flowers, Valentine's Day Flowers, Wedding Flowers",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Florists Ystradgynlais,Shopping & Retail,Florists",,NA,Florists,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/beths-blooms-13035596.html
C Burridge,NA,NA,NA,NA,NA,NA,NA,"HENDRELADUS RD  PENRHOS, THE GARAGE ",SA9 1SE,Ystradgynlais ,Neath Port Talbot Wales,01639 843325,NA,NA,NA,,NA,NA,NA,"Road Haulage, Road Haulage Contractors, Road Haulage Transport, Road Transport, Haulage Contractors",NA,NA,,NA,NA,"Transportation Ystradgynlais,Ground Transportation Ystradgynlais,Road Haulage & Freight Forwarding Ystradgynlais,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/c-burridge-18853905.html
S & r Transport Services Limited,S & R TRANSPORT SERVICES LIMITED,5906864,England/Wales,NA,49410 - Freight transport by road,15-Aug-06,Private Limited Company,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Road Haulage, Road Freight",NA,NA,,NA,NA,"Transportation Ystradgynlais,Ground Transportation Ystradgynlais,Road Haulage & Freight Forwarding Ystradgynlais,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/s---r-transport-services-limited-21986703.html
C. Jones Transport Services Limited,C. JONES TRANSPORT SERVICES LIMITED,3955538,England/Wales,Grove Service Station Yniscedwyn Road Ystradgynlais Swansea SA9 1BE,82990 - Other business support service activities n.e.c.,24-Mar-00,Private Limited Company,"Grove Service Station, Yniscedwyn Rd, Ystradgynlais",SA9 1BE,Ystradgynlais ,Neath Port Talbot Wales,01639 844822,NA,NA,NA,,NA,NA,NA,"Business Support, Business Advice, Road Haulage",NA,NA,,NA,NA,"Business & Professional Services Ystradgynlais,Business Consultants Ystradgynlais,Business Enterprise Agencies Ystradgynlais,Business & Professional Services,Business Consultants,Business Enterprise Agencies,Business & Professional Services,Business Consultants,Business & Management Consultants",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/c--jones-transport-services-limited-20227186.html
Evans Bros (Haulage) Ltd,NA,NA,NA,NA,NA,NA,NA,GURNOS ROAD ,SA9 2HY,Ystalyfera ,Neath Port Talbot Wales,01639 844567,NA,01257 261429,NA,,NA,NA,"Transportation, Transport","Road Haulage, Haulage, Road Haulage Contractors, Hauling, Haulage Contractors, Hauliers, Road Haulage Companies, Transport Companies, Haul",NA,NA,,NA,NA,"Transportation Ystalyfera,Ground Transportation Ystalyfera,Road Haulage & Freight Forwarding Ystalyfera,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystalyfera.cylex-uk.co.uk/company/evans-bros--haulage--ltd-14097707.html
C Jones,NA,NA,NA,NA,NA,NA,NA,Ynyscedwyn Road ,SA9 1BE,Ystradgynlais ,Neath Port Talbot Wales,01639 844822,NA,01639 845490,NA,,NA,NA,"Transportation, Transport","Road Haulage, Haulage, Road Haulage Contractors, Road Haulage Transport, Hauling, Freight Companies, Haulage Contractors, Hauliers, Transportation & Logistics, Road Haulage Companies, Transport Companies, Haul, Logistics, Transport & Logistics",NA,NA,,NA,NA,"Transportation Ystradgynlais,Ground Transportation Ystradgynlais,Road Haulage & Freight Forwarding Ystradgynlais,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/c-jones-15578195.html
Cme Developments Ltd,C.M.E. (DEVELOPMENTS) LIMITED,2092476,England/Wales,NA,41201 - Construction of commercial buildings,22-Jan-87,Private Limited Company,Bryn Y Groes Farm ,SA9 1LF,Ystradgynlais ,Neath Port Talbot Wales,01639 845184,NA,0870 382 0000,NA,www.cme-direct.co.uk,NA,NA,"Construction Management, Commercial Building Construction","Plant Hire, Industrial Machinery, Wholesale Equipment",NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Best Plant & Machinery Hire Ystradgynlais,Business & Professional Services,Rental & Leasing Services,Equipment & Tool Hire,Business & Professional Services,Repair Services,Equipment & Tool Repair,Construction & Contractors,Plant & Machinery Hire,Construction & Contractors,Tools & Hardware",,NA,Builders,08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/cme-developments-ltd-15820819.html
D.A. Lewis Upvc Installations Limited,D.A. LEWIS UPVC INSTALLATIONS LIMITED,4783302,England/Wales,NA,43342 - Glazing,2-Jun-03,Private Limited Company,13 Railway Terrace ,SA9 2GP,Cwmllynfell ,Carmarthenshire Wales,01639 831126,NA,07970 264291,01639 831126,,NA,NA,Glazing,"Road Haulage, Road Freight",NA,NA,,NA,NA,"Transportation Cwmllynfell,Ground Transportation Cwmllynfell,Road Haulage & Freight Forwarding Cwmllynfell,Transportation,Ground Transportation,Road Haulage & Freight Forwarding,Construction & Contractors,Doors & Windows,Double Glazing & Glass Suppliers,Construction & Contractors,Glaziers",,NA,Glaziers,NA,NA,NA,NA,NA,NA,NA,https://cwmllynfell.cylex-uk.co.uk/company/d-a--lewis-upvc-installations-limited-20296981.html
Cns (Swansea) Limited,CNS (SWANSEA) LIMITED,7097261,England/Wales,C/O Griffith & Miles Charter Court Phoenix Way Enterprise Park Swansea Wales SA7 9FS Wales,9900 - Support activities for other mining and quarrying,7-Dec-09,Private Limited Company,"RIVERSIDE GARAGE CAERBONT, YSTRADGYNLAIS",SA9 1SH,Caerbont ,Powys Wales,NA,NA,NA,NA,,NA,NA,Civil Engineering,"Road Haulage, Business Organisations, Government Services, Mining Services, Site Preparation Services, Quarrying Services",NA,NA,,NA,NA,"Community & Government Caerbont,Organisations, Associations & Clubs Caerbont,Business & Trade Organisations Caerbont,Community & Government,Organisations, Associations & Clubs,Business & Trade Organisations,Construction & Contractors,Engineering,Civil Engineering,Transportation,Ground Transportation,Road Haulage & Freight Forwarding,Industry & Manufacturing,Mining Services,Quarrying & Mining,Community & Government,Government Services,Construction & Contractors,Site Preparation Contractors",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://caerbont.cylex-uk.co.uk/company/cns--swansea--limited-22399091.html
E Bowden,NA,NA,NA,NA,NA,NA,NA,"Gwauniarll Farm, Seven Sisters ",SA10 9EW,Seven Sisters ,Neath Port Talbot Wales,01639 700386,NA,NA,NA,,NA,NA,NA,"Road Haulage, Farm, Road Haulage Contractors, Husbandry, Road Transport, Road Haulage Companies, Farming, Farmers, Agriculture, Granger",NA,NA,,NA,NA,"Agriculture & Forestry Seven Sisters,Farming Seven Sisters,Farms Seven Sisters,Agriculture & Forestry,Farming,Farms,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://seven-sisters.cylex-uk.co.uk/company/e-bowden-12788261.html
CHAPEL RESTORATION LTD,CHAPEL RESTORATION LTD,8787041,England/Wales,NA,41100 - Development of building projects,22-Nov-13,Private Limited Company,Bryngroes Farm ,SA9 1LF,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Real Estate Developers Ystradgynlais,Real Estate,Real Estate Services,Real Estate Developers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/chapel-restoration-ltd-24200439.html
ROSS MOULTON ELECTRICAL LIMITED,ROSS MOULTON ELECTRICAL LIMITED,10749691,Wales,NA,43210 - Electrical installation,2-May-17,NA,Bryn y Groes Farm ,SA9 1LF,Ystradgynlais ,Neath Port Talbot Wales,01639 845184,NA,07810 357335,NA,,NA,NA,NA,"Electricians, Electrical Installations",NA,NA,,NA,NA,,,https://www.facebook.com/rossmoultonelectrical/,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ross-moulton-electrical-limited-26126869.html
Josef Herman Foundation,NA,NA,NA,NA,NA,NA,NA,"The Welfare, Brecon Road ",SA9 1JJ,Ystradgynlais ,Neath Port Talbot Wales,01639 842975,NA,NA,NA,josefhermanfoundation.org,NA,NA,NA,Local Business,NA,NA,,NA,NA,,,https://www.facebook.com/JHAFCymru,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/josef-herman-foundation-23781292.html
3 Steps Gardening,NA,NA,NA,NA,NA,NA,NA,129 Brecon Road ,SA9 1QL,Ystradgynlais ,Neath Port Talbot Wales,01639 841827,NA,07866 901911,NA,3stepsgardeningservices.com,NA,NA,NA,NA,NA,NA,,NA,NA,,,https://www.facebook.com/3-Steps-Gardening-Services-1102222229821490/about/,NA,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://ystradgynlais.cylex-uk.co.uk/company/3-steps-gardening-26500374.html
Cambrian Gallery Antiques,NA,NA,NA,NA,NA,NA,NA,251 Brecon Road ,SA9 1QT,Ystradgynlais ,Neath Port Talbot Wales,01639 844978,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/cambrian-gallery-antiques-26805375.html
M b l Games,NA,NA,NA,NA,NA,NA,NA,3A BRECON ROAD ,SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,01639 845844,NA,01639 845844,NA,,NA,NA,NA,"Video Games, PC Games, Computer Games",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Toys & Games Ystradgynlais,Computer & Video Games Ystradgynlais,Shopping & Retail,Toys & Games,Computer & Video Games",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/m-b-l-games-15654241.html
Jeffreys Arms,NA,NA,NA,NA,NA,NA,NA,108 BRECON ROAD ,SA9 1QL,Ystradgynlais ,Neath Port Talbot Wales,01639 843319,NA,NA,NA,,NA,Beverages,NA,"Pubs, Public Houses, Bars, Bars and Inns, Drinking Establishments, Inn, Going out, Having Fun, Drinking",NA,NA,,NA,NA,"Arts, Entertainment & Nightlife Ystradgynlais,Bars & Pubs Ystradgynlais,Arts, Entertainment & Nightlife,Bars & Pubs",,NA,NA,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,https://ystradgynlais.cylex-uk.co.uk/company/jeffreys-arms-13172960.html
Stage One Garage Ltd,NA,NA,NA,NA,NA,NA,NA,148-150 Brecon Road ,SA9 1QN,Ystradgynlais ,Neath Port Talbot Wales,01639 843207,NA,NA,NA,,NA,NA,NA,Car Dealers,NA,NA,,NA,NA,"Automotive Ystradgynlais,Car Dealers Ystradgynlais,Automotive,Car Dealers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/stage-one-garage-ltd-13849414.html
Brecon Road Sales Rooms,NA,NA,NA,NA,NA,NA,NA,76 Brecon Road ,SA9 1HH,Ystradgynlais ,Neath Port Talbot Wales,07971 398650,NA,NA,NA,,NA,NA,House Clearance,NA,NA,NA,,NA,NA,"Business & Professional Services Ystradgynlais,Rubbish Removal Services Ystradgynlais,Business & Professional Services,Rubbish Removal Services,Business & Professional Services,Auctioneers & Valuers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/brecon-road-sales-rooms-15574297.html
Vm Developments Limited,VM DEVELOPMENTS LIMITED,6427036,England/Wales,23 Heol Eglwys Ystradgynlais Swansea West Glamorgan SA9 1EY,41100 - Development of building projects,14-Nov-07,Private Limited Company,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Home Improvement Ystradgynlais,Loft Conversions Ystradgynlais,Construction & Contractors,Home Improvement,Loft Conversions,Real Estate,Real Estate Services,Property & Estate Management,Real Estate,Real Estate Services,Real Estate Developers,Construction & Contractors,Builders",,NA,Building Companies,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/vm-developments-limited-22188697.html
SKR Electrical Solutions,NA,NA,NA,NA,NA,NA,NA,"6 Brunner Drive, ",SA6 5JY,Swansea ,West Glamorgan,07946 371918,NA,NA,NA,http://www.skr-electrical.solutions,NA,NA,Appliance Repairs,Electricians,NA,NA,,NA,NA,"Construction & Contractors Swansea,Electricians & Electrical Contractors Swansea,Home & Garden,Appliances,Home Appliances Installation & Repair,Legal Services,Solicitors,Real Estate Solicitors,Construction & Contractors,Electricians & Electrical Contractors","Cash,Maestro,MasterCard,Visa","https://www.facebook.com/SKRElectricalSolutions/,https://twitter.com/intent/user?screen_name=SKR_Electrical&original_referer=https%3a%2f%2fswansea.cylex-uk.co.uk%2fcompany%2fskr-electrical-solutions-23862385.html","Electrician, Appliance Repair Service, Land Lawyers",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://swansea.cylex-uk.co.uk/company/skr-electrical-solutions-23862385.html
Hawthorn Villas Residents Association Limited,HAWTHORN VILLAS RESIDENTS ASSOCIATION LIMITED,3110103,England/Wales,NA,98000 - Residents property management,4-Oct-95,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","1 HAWTHORN VILLAS, BRECON ROAD ",SA9 1HG,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Property Management, Residents Property Management",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Property & Estate Management Ystradgynlais,Real Estate,Real Estate Services,Property & Estate Management",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/hawthorn-villas-residents-association-limited-20446405.html
